id,name,email,source,country,status,created_at
307,Morgan Larsson,lead307@example.com,organic,GB,NEW,2023-07-06 14:15:00+0000
308,Casey Smith,lead308@example.com,organic,IN,NEW,2024-01-25 11:26:00+0000
309,Sasha Garcia,lead309@example.com,webform,GB,SQL,2024-01-10 22:39:00+0000
310,Rowan Khan,lead310@example.com,event,SE,CUSTOMER,2023-02-26 06:06:00+0000
311,Riley Haddad,lead311@example.com,ads,NG,MQL,2023-09-20 22:15:00+0000
312,Avery Okafor,lead312@example.com,event,IN,DISQUALIFIED,2023-08-20 11:23:00+0000
313,Jordan Khan,lead313@example.com,ads,BR,MQL,2023-01-15 04:11:00+0000
314,Avery Patel,lead314@example.com,ads,NG,DISQUALIFIED,2024-01-04 09:12:00+0000
315,Avery Larsson,lead315@example.com,webform,IN,DISQUALIFIED,2023-06-08 01:54:00+0000
316,Harper Mori,lead316@example.com,ads,US,MQL,2023-01-23 10:04:00+0000
317,Sasha Rossi,lead317@example.com,ads,IN,NEW,2023-11-19 16:38:00+0000
318,Harper Haddad,lead318@example.com,ads,IN,MQL,2023-02-27 21:15:00+0000
319,Quinn Mori,lead319@example.com,ads,US,MQL,2023-09-30 13:26:00+0000
320,Kai Mori,lead320@example.com,ads,GB,SQL,2023-04-08 16:02:00+0000
321,Noa Larsson,lead321@example.com,webform,BR,CUSTOMER,2023-04-04 12:09:00+0000
322,Casey Rossi,lead322@example.com,webform,DE,SQL,2023-10-28 20:04:00+0000
323,Harper Garcia,lead323@example.com,referral,BR,SQL,2023-09-13 01:27:00+0000
324,Casey Rossi,lead324@example.com,webform,GB,SQL,2023-10-19 12:39:00+0000
325,Harper Larsson,lead325@example.com,event,JP,DISQUALIFIED,2023-07-17 14:09:00+0000
326,Noa Nguyen,lead326@example.com,webform,DE,SQL,2023-01-26 18:09:00+0000
327,Kai Larsson,lead327@example.com,ads,GB,NEW,2023-08-09 10:54:00+0000
328,Riley Patel,lead328@example.com,organic,IN,SQL,2023-01-23 07:50:00+0000
329,Sasha Rossi,lead329@example.com,webform,BR,MQL,2023-10-03 19:29:00+0000
330,Riley Patel,lead330@example.com,referral,NG,DISQUALIFIED,2023-08-12 22:19:00+0000
331,Riley Mori,lead331@example.com,referral,GB,DISQUALIFIED,2023-04-14 17:43:00+0000
332,Kai Cohen,lead332@example.com,event,IN,CUSTOMER,2023-06-23 23:03:00+0000
333,Casey Mori,lead333@example.com,organic,NG,SQL,2023-06-24 17:55:00+0000
334,Avery Mori,lead334@example.com,webform,BR,NEW,2023-03-31 07:50:00+0000
335,Noa Patel,lead335@example.com,event,SE,MQL,2023-11-29 09:22:00+0000
336,Quinn Mori,lead336@example.com,referral,SE,NEW,2023-10-15 07:24:00+0000
337,Casey Cohen,lead337@example.com,referral,JP,DISQUALIFIED,2023-12-05 02:46:00+0000
338,Sasha Cohen,lead338@example.com,referral,GB,SQL,2023-06-23 11:13:00+0000
339,Jordan Haddad,lead339@example.com,organic,GB,CUSTOMER,2023-05-06 21:25:00+0000
340,Morgan Silva,lead340@example.com,event,IN,SQL,2023-05-30 22:22:00+0000
341,Sasha Khan,lead341@example.com,event,NG,NEW,2023-10-21 16:50:00+0000
342,Quinn Patel,lead342@example.com,webform,JP,SQL,2023-07-28 20:55:00+0000
343,Avery Silva,lead343@example.com,webform,JP,DISQUALIFIED,2023-10-10 05:51:00+0000
344,Casey Nguyen,lead344@example.com,organic,GB,CUSTOMER,2023-02-23 02:06:00+0000
345,Jordan Khan,lead345@example.com,webform,GB,DISQUALIFIED,2023-03-29 21:30:00+0000
346,Sasha Mori,lead346@example.com,referral,IN,SQL,2023-01-05 13:17:00+0000
347,Rowan Larsson,lead347@example.com,organic,US,DISQUALIFIED,2023-11-18 10:07:00+0000
348,Casey Cohen,lead348@example.com,event,US,NEW,2023-05-23 17:33:00+0000
349,Jordan Patel,lead349@example.com,ads,GB,SQL,2023-09-19 10:33:00+0000
350,Riley Nguyen,lead350@example.com,event,US,DISQUALIFIED,2023-05-23 20:39:00+0000
351,Quinn Smith,lead351@example.com,organic,BR,CUSTOMER,2023-05-03 21:23:00+0000
352,Riley Silva,lead352@example.com,webform,DE,SQL,2023-04-08 11:41:00+0000
353,Devin Nguyen,lead353@example.com,organic,IN,DISQUALIFIED,2023-01-03 04:48:00+0000
354,Riley Khan,lead354@example.com,referral,NG,NEW,2023-11-02 18:42:00+0000
355,Sasha Mori,lead355@example.com,webform,GB,NEW,2023-12-05 09:11:00+0000
356,Quinn Mori,lead356@example.com,referral,DE,SQL,2023-08-05 15:24:00+0000
357,Quinn Khan,lead357@example.com,organic,BR,SQL,2023-08-10 21:18:00+0000
358,Morgan Khan,lead358@example.com,organic,SE,NEW,2023-10-28 21:55:00+0000
359,Harper Khan,lead359@example.com,webform,JP,SQL,2024-02-04 12:19:00+0000
360,Avery Garcia,lead360@example.com,event,BR,NEW,2023-06-09 08:10:00+0000
361,Devin Garcia,lead361@example.com,organic,GB,MQL,2023-02-17 09:55:00+0000
362,Riley Nguyen,lead362@example.com,referral,US,CUSTOMER,2023-01-02 09:01:00+0000
363,Riley Cohen,lead363@example.com,organic,GB,DISQUALIFIED,2023-08-22 22:41:00+0000
364,Devin Silva,lead364@example.com,referral,NG,MQL,2023-08-19 01:14:00+0000
365,Sasha Rossi,lead365@example.com,referral,IN,DISQUALIFIED,2023-08-23 09:06:00+0000
366,Harper Larsson,lead366@example.com,event,BR,SQL,2023-10-26 08:30:00+0000
367,Sasha Cohen,lead367@example.com,webform,JP,SQL,2024-01-03 01:28:00+0000
368,Casey Mori,lead368@example.com,webform,IN,SQL,2023-06-04 02:19:00+0000
369,Harper Nguyen,lead369@example.com,organic,US,DISQUALIFIED,2023-11-08 20:54:00+0000
370,Avery Okafor,lead370@example.com,referral,US,DISQUALIFIED,2023-03-22 16:10:00+0000
371,Kai Haddad,lead371@example.com,ads,IN,DISQUALIFIED,2023-04-18 15:02:00+0000
372,Jordan Rossi,lead372@example.com,organic,JP,CUSTOMER,2023-12-08 02:27:00+0000
373,Sasha Nguyen,lead373@example.com,event,SE,NEW,2023-11-20 09:18:00+0000
374,Riley Mori,lead374@example.com,organic,BR,CUSTOMER,2023-07-08 03:34:00+0000
375,Quinn Okafor,lead375@example.com,event,BR,SQL,2023-08-20 06:48:00+0000
376,Casey Garcia,lead376@example.com,webform,JP,CUSTOMER,2023-08-22 05:18:00+0000
377,Riley Cohen,lead377@example.com,referral,GB,MQL,2023-12-03 10:40:00+0000
378,Avery Rossi,lead378@example.com,referral,NG,CUSTOMER,2023-04-16 06:26:00+0000
379,Rowan Cohen,lead379@example.com,organic,DE,CUSTOMER,2023-05-20 12:34:00+0000
380,Noa Haddad,lead380@example.com,referral,IN,DISQUALIFIED,2023-01-10 11:36:00+0000
381,Casey Smith,lead381@example.com,ads,JP,DISQUALIFIED,2023-12-25 06:33:00+0000
382,Rowan Rossi,lead382@example.com,referral,GB,CUSTOMER,2024-01-27 16:57:00+0000
383,Sasha Patel,lead383@example.com,ads,SE,NEW,2024-01-23 23:19:00+0000
384,Noa Haddad,lead384@example.com,ads,IN,CUSTOMER,2023-01-26 14:06:00+0000
385,Quinn Smith,lead385@example.com,webform,IN,CUSTOMER,2023-05-16 07:48:00+0000
386,Quinn Nguyen,lead386@example.com,event,SE,MQL,2023-01-10 18:18:00+0000
387,Kai Haddad,lead387@example.com,referral,US,SQL,2023-01-25 18:43:00+0000
388,Riley Rossi,lead388@example.com,referral,JP,NEW,2023-03-08 12:02:00+0000
389,Quinn Rossi,lead389@example.com,event,BR,CUSTOMER,2023-08-31 06:30:00+0000
390,Sasha Okafor,lead390@example.com,organic,DE,CUSTOMER,2023-01-04 11:42:00+0000
391,Casey Mori,lead391@example.com,organic,DE,SQL,2023-04-10 12:21:00+0000
392,Riley Khan,lead392@example.com,organic,BR,DISQUALIFIED,2023-12-12 09:48:00+0000
393,Sasha Khan,lead393@example.com,webform,NG,SQL,2023-11-28 20:28:00+0000
394,Devin Nguyen,lead394@example.com,event,BR,NEW,2023-05-29 05:55:00+0000
395,Riley Garcia,lead395@example.com,organic,BR,DISQUALIFIED,2023-11-23 16:59:00+0000
396,Avery Smith,lead396@example.com,webform,JP,MQL,2023-03-24 23:13:00+0000
397,Riley Garcia,lead397@example.com,ads,SE,NEW,2023-09-06 01:58:00+0000
398,Riley Larsson,lead398@example.com,organic,DE,SQL,2023-12-04 18:28:00+0000
399,Kai Mori,lead399@example.com,event,DE,NEW,2023-08-15 13:04:00+0000
400,Noa Silva,lead400@example.com,webform,US,NEW,2023-06-16 20:29:00+0000
401,Noa Patel,lead401@example.com,webform,BR,MQL,2023-01-21 09:25:00+0000
402,Jordan Smith,lead402@example.com,event,IN,MQL,2023-07-15 03:26:00+0000
403,Devin Haddad,lead403@example.com,event,JP,NEW,2023-08-04 10:01:00+0000
404,Jordan Rossi,lead404@example.com,organic,GB,DISQUALIFIED,2023-10-08 09:13:00+0000
405,Harper Garcia,lead405@example.com,organic,NG,MQL,2023-09-18 16:09:00+0000
406,Harper Smith,lead406@example.com,event,JP,MQL,2023-08-20 04:51:00+0000
407,Noa Khan,lead407@example.com,organic,BR,CUSTOMER,2023-08-10 00:08:00+0000
408,Kai Nguyen,lead408@example.com,ads,GB,CUSTOMER,2023-10-06 05:08:00+0000
409,Quinn Rossi,lead409@example.com,webform,GB,MQL,2024-01-18 18:36:00+0000
410,Noa Okafor,lead410@example.com,webform,SE,CUSTOMER,2023-02-03 18:57:00+0000
411,Noa Garcia,lead411@example.com,ads,SE,DISQUALIFIED,2023-01-17 03:29:00+0000
412,Casey Khan,lead412@example.com,referral,NG,SQL,2024-01-18 11:04:00+0000
413,Harper Khan,lead413@example.com,referral,BR,SQL,2023-01-16 08:14:00+0000
414,Morgan Larsson,lead414@example.com,ads,GB,SQL,2023-08-09 18:26:00+0000
415,Casey Okafor,lead415@example.com,referral,US,NEW,2023-10-03 03:10:00+0000
416,Riley Garcia,lead416@example.com,webform,BR,CUSTOMER,2023-08-05 18:02:00+0000
417,Sasha Cohen,lead417@example.com,referral,GB,NEW,2023-03-03 23:05:00+0000
418,Morgan Mori,lead418@example.com,organic,NG,CUSTOMER,2023-05-08 05:26:00+0000
419,Quinn Cohen,lead419@example.com,ads,SE,DISQUALIFIED,2023-06-19 05:50:00+0000
420,Harper Nguyen,lead420@example.com,ads,JP,DISQUALIFIED,2023-12-13 20:46:00+0000
421,Kai Khan,lead421@example.com,event,SE,CUSTOMER,2023-09-19 00:57:00+0000
422,Casey Rossi,lead422@example.com,ads,BR,SQL,2024-01-18 22:33:00+0000
423,Quinn Patel,lead423@example.com,ads,JP,SQL,2023-05-22 15:21:00+0000
424,Casey Rossi,lead424@example.com,event,BR,NEW,2023-02-23 02:03:00+0000
425,Kai Nguyen,lead425@example.com,referral,GB,CUSTOMER,2023-07-18 13:31:00+0000
426,Casey Rossi,lead426@example.com,webform,SE,CUSTOMER,2023-10-13 05:57:00+0000
427,Harper Rossi,lead427@example.com,organic,DE,SQL,2023-10-19 19:46:00+0000
428,Devin Mori,lead428@example.com,organic,IN,NEW,2023-12-31 10:49:00+0000
429,Noa Silva,lead429@example.com,event,BR,MQL,2023-03-09 13:29:00+0000
430,Jordan Okafor,lead430@example.com,event,JP,DISQUALIFIED,2023-10-30 11:31:00+0000
431,Noa Haddad,lead431@example.com,ads,US,MQL,2023-01-28 14:19:00+0000
432,Devin Cohen,lead432@example.com,ads,GB,DISQUALIFIED,2023-07-03 07:34:00+0000
433,Riley Okafor,lead433@example.com,referral,IN,SQL,2024-01-01 01:36:00+0000
434,Casey Rossi,lead434@example.com,webform,SE,MQL,2023-02-14 22:12:00+0000
435,Kai Garcia,lead435@example.com,ads,US,SQL,2023-08-19 02:06:00+0000
436,Harper Garcia,lead436@example.com,organic,JP,SQL,2023-06-21 06:35:00+0000
437,Sasha Nguyen,lead437@example.com,referral,DE,NEW,2023-07-24 01:32:00+0000
438,Riley Silva,lead438@example.com,event,SE,MQL,2023-12-18 00:05:00+0000
439,Casey Haddad,lead439@example.com,organic,GB,CUSTOMER,2023-08-29 06:03:00+0000
440,Casey Larsson,lead440@example.com,referral,JP,NEW,2023-06-15 10:20:00+0000
441,Riley Haddad,lead441@example.com,referral,JP,CUSTOMER,2023-02-19 01:00:00+0000
442,Casey Okafor,lead442@example.com,event,BR,CUSTOMER,2023-03-27 06:17:00+0000
443,Casey Rossi,lead443@example.com,organic,GB,SQL,2023-11-23 11:29:00+0000
444,Harper Silva,lead444@example.com,organic,IN,MQL,2023-05-02 10:37:00+0000
445,Morgan Nguyen,lead445@example.com,event,JP,MQL,2023-04-01 13:38:00+0000
446,Jordan Haddad,lead446@example.com,event,BR,MQL,2023-07-17 23:13:00+0000
447,Quinn Nguyen,lead447@example.com,referral,GB,SQL,2023-08-21 15:54:00+0000
448,Jordan Rossi,lead448@example.com,organic,JP,NEW,2023-04-03 17:50:00+0000
449,Casey Okafor,lead449@example.com,organic,GB,MQL,2023-08-04 07:31:00+0000
450,Rowan Silva,lead450@example.com,ads,US,DISQUALIFIED,2023-08-17 17:49:00+0000
451,Casey Khan,lead451@example.com,organic,DE,SQL,2024-01-23 18:27:00+0000
452,Riley Okafor,lead452@example.com,referral,SE,SQL,2023-03-27 10:06:00+0000
453,Devin Patel,lead453@example.com,organic,DE,MQL,2023-02-03 03:24:00+0000
454,Casey Mori,lead454@example.com,organic,DE,SQL,2023-07-06 03:16:00+0000
455,Morgan Khan,lead455@example.com,ads,US,NEW,2024-01-19 23:55:00+0000
456,Casey Garcia,lead456@example.com,organic,BR,CUSTOMER,2023-04-10 16:01:00+0000
457,Jordan Nguyen,lead457@example.com,ads,IN,DISQUALIFIED,2023-10-30 05:08:00+0000
458,Morgan Rossi,lead458@example.com,event,GB,NEW,2023-08-21 14:31:00+0000
459,Harper Rossi,lead459@example.com,ads,GB,DISQUALIFIED,2024-01-14 15:11:00+0000
460,Harper Garcia,lead460@example.com,ads,BR,DISQUALIFIED,2023-07-22 10:29:00+0000
461,Avery Garcia,lead461@example.com,ads,DE,CUSTOMER,2024-01-29 03:17:00+0000
462,Morgan Rossi,lead462@example.com,ads,IN,MQL,2023-10-31 22:49:00+0000
463,Kai Okafor,lead463@example.com,webform,US,CUSTOMER,2023-07-15 22:57:00+0000
464,Noa Patel,lead464@example.com,event,NG,CUSTOMER,2023-08-27 22:35:00+0000
465,Riley Okafor,lead465@example.com,ads,GB,MQL,2023-12-23 18:36:00+0000
466,Riley Garcia,lead466@example.com,referral,SE,NEW,2024-01-19 03:31:00+0000
467,Avery Silva,lead467@example.com,ads,NG,SQL,2023-04-04 01:27:00+0000
468,Kai Smith,lead468@example.com,referral,NG,MQL,2023-06-16 05:12:00+0000
469,Kai Okafor,lead469@example.com,ads,SE,CUSTOMER,2023-10-03 23:50:00+0000
470,Avery Garcia,lead470@example.com,organic,DE,MQL,2023-01-02 22:04:00+0000
471,Avery Nguyen,lead471@example.com,organic,JP,NEW,2023-12-05 17:24:00+0000
472,Jordan Okafor,lead472@example.com,organic,SE,NEW,2023-01-16 18:25:00+0000
473,Devin Rossi,lead473@example.com,event,IN,CUSTOMER,2023-11-03 08:24:00+0000
474,Kai Nguyen,lead474@example.com,webform,IN,MQL,2023-11-27 14:54:00+0000
475,Noa Smith,lead475@example.com,event,GB,MQL,2023-10-12 23:59:00+0000
476,Jordan Silva,lead476@example.com,event,SE,NEW,2023-09-20 18:15:00+0000
477,Rowan Cohen,lead477@example.com,webform,NG,SQL,2023-06-02 18:28:00+0000
478,Noa Silva,lead478@example.com,ads,JP,SQL,2023-06-05 09:18:00+0000
479,Harper Larsson,lead479@example.com,referral,DE,NEW,2023-10-03 07:27:00+0000
480,Jordan Rossi,lead480@example.com,webform,GB,DISQUALIFIED,2023-05-21 14:20:00+0000
481,Casey Mori,lead481@example.com,webform,IN,SQL,2023-04-05 05:05:00+0000
482,Casey Patel,lead482@example.com,ads,DE,DISQUALIFIED,2023-12-17 20:38:00+0000
483,Rowan Nguyen,lead483@example.com,referral,NG,CUSTOMER,2023-07-19 07:20:00+0000
484,Morgan Silva,lead484@example.com,organic,IN,DISQUALIFIED,2023-03-12 19:36:00+0000
485,Morgan Mori,lead485@example.com,webform,JP,MQL,2023-12-24 06:30:00+0000
486,Sasha Mori,lead486@example.com,webform,BR,MQL,2023-02-28 16:54:00+0000
487,Avery Rossi,lead487@example.com,webform,US,SQL,2023-10-07 17:11:00+0000
488,Quinn Patel,lead488@example.com,webform,IN,MQL,2023-01-07 22:26:00+0000
489,Riley Okafor,lead489@example.com,organic,US,SQL,2023-11-23 13:50:00+0000
490,Noa Cohen,lead490@example.com,organic,US,DISQUALIFIED,2023-12-06 11:00:00+0000
491,Kai Larsson,lead491@example.com,organic,IN,SQL,2023-03-19 09:32:00+0000
492,Devin Nguyen,lead492@example.com,organic,JP,NEW,2023-09-26 11:45:00+0000
493,Devin Larsson,lead493@example.com,ads,US,NEW,2023-05-05 20:37:00+0000
494,Harper Cohen,lead494@example.com,ads,GB,SQL,2023-09-01 12:34:00+0000
495,Noa Smith,lead495@example.com,ads,NG,CUSTOMER,2023-03-03 08:22:00+0000
496,Harper Larsson,lead496@example.com,webform,DE,CUSTOMER,2023-11-28 02:12:00+0000
497,Sasha Haddad,lead497@example.com,organic,DE,NEW,2023-03-18 01:18:00+0000
498,Rowan Larsson,lead498@example.com,organic,GB,NEW,2023-07-06 04:24:00+0000
499,Morgan Rossi,lead499@example.com,organic,JP,DISQUALIFIED,2023-04-04 21:52:00+0000
500,Morgan Larsson,lead500@example.com,ads,DE,NEW,2023-05-20 11:16:00+0000
501,Jordan Smith,lead501@example.com,webform,GB,CUSTOMER,2023-05-28 04:54:00+0000
502,Kai Silva,lead502@example.com,webform,DE,SQL,2023-04-26 08:39:00+0000
503,Jordan Okafor,lead503@example.com,webform,BR,SQL,2023-01-13 01:22:00+0000
504,Devin Cohen,lead504@example.com,webform,IN,NEW,2023-02-12 14:07:00+0000
505,Sasha Larsson,lead505@example.com,referral,DE,DISQUALIFIED,2023-09-09 22:05:00+0000
506,Sasha Khan,lead506@example.com,referral,NG,NEW,2024-01-11 21:05:00+0000
507,Rowan Garcia,lead507@example.com,ads,DE,DISQUALIFIED,2023-12-10 22:29:00+0000
508,Morgan Silva,lead508@example.com,event,US,MQL,2023-11-29 06:32:00+0000
509,Morgan Khan,lead509@example.com,event,BR,NEW,2024-01-11 20:45:00+0000
510,Kai Patel,lead510@example.com,event,IN,MQL,2023-10-17 04:46:00+0000
511,Noa Mori,lead511@example.com,organic,DE,CUSTOMER,2023-09-28 00:44:00+0000
512,Sasha Rossi,lead512@example.com,event,JP,CUSTOMER,2023-12-08 22:44:00+0000
513,Morgan Khan,lead513@example.com,organic,BR,MQL,2023-09-04 08:58:00+0000
514,Sasha Haddad,lead514@example.com,organic,NG,NEW,2023-07-26 05:10:00+0000
515,Avery Larsson,lead515@example.com,event,US,DISQUALIFIED,2023-12-31 08:39:00+0000
516,Quinn Silva,lead516@example.com,webform,IN,SQL,2023-07-15 16:56:00+0000
517,Sasha Rossi,lead517@example.com,webform,JP,CUSTOMER,2023-06-05 06:08:00+0000
518,Jordan Smith,lead518@example.com,referral,NG,DISQUALIFIED,2023-07-24 17:42:00+0000
519,Kai Smith,lead519@example.com,organic,US,MQL,2023-12-26 18:30:00+0000
520,Rowan Smith,lead520@example.com,referral,NG,MQL,2024-01-03 19:28:00+0000
521,Kai Smith,lead521@example.com,ads,SE,NEW,2023-04-26 07:04:00+0000
522,Jordan Rossi,lead522@example.com,organic,DE,MQL,2023-10-23 20:51:00+0000
523,Jordan Nguyen,lead523@example.com,webform,NG,DISQUALIFIED,2023-11-09 09:46:00+0000
524,Noa Mori,lead524@example.com,referral,BR,MQL,2023-07-20 22:35:00+0000
525,Casey Cohen,lead525@example.com,ads,BR,MQL,2023-03-06 04:08:00+0000
526,Casey Rossi,lead526@example.com,webform,US,MQL,2023-04-22 07:25:00+0000
527,Kai Smith,lead527@example.com,event,JP,MQL,2024-01-22 13:40:00+0000
528,Morgan Khan,lead528@example.com,ads,GB,SQL,2023-10-25 17:36:00+0000
529,Morgan Smith,lead529@example.com,webform,NG,NEW,2023-04-26 13:22:00+0000
530,Casey Rossi,lead530@example.com,ads,BR,MQL,2023-06-29 17:05:00+0000
531,Casey Larsson,lead531@example.com,organic,BR,MQL,2023-12-22 17:55:00+0000
532,Kai Nguyen,lead532@example.com,ads,NG,DISQUALIFIED,2023-11-07 20:41:00+0000
533,Devin Silva,lead533@example.com,event,JP,CUSTOMER,2024-01-15 18:12:00+0000
534,Avery Silva,lead534@example.com,ads,GB,CUSTOMER,2023-03-08 04:46:00+0000
535,Morgan Khan,lead535@example.com,ads,NG,SQL,2023-01-28 09:58:00+0000
536,Morgan Khan,lead536@example.com,organic,GB,MQL,2023-07-27 20:02:00+0000
537,Quinn Garcia,lead537@example.com,referral,SE,NEW,2023-02-14 21:37:00+0000
538,Devin Garcia,lead538@example.com,event,DE,CUSTOMER,2023-02-14 04:06:00+0000
539,Casey Smith,lead539@example.com,organic,BR,MQL,2023-06-05 04:52:00+0000
540,Kai Khan,lead540@example.com,event,US,NEW,2023-11-15 02:38:00+0000
541,Kai Okafor,lead541@example.com,referral,GB,NEW,2023-02-18 01:01:00+0000
542,Avery Larsson,lead542@example.com,ads,NG,MQL,2023-06-21 15:45:00+0000
543,Casey Larsson,lead543@example.com,referral,IN,MQL,2023-10-16 00:47:00+0000
544,Noa Smith,lead544@example.com,ads,GB,SQL,2023-09-17 07:43:00+0000
545,Harper Haddad,lead545@example.com,webform,US,CUSTOMER,2023-05-17 16:39:00+0000
546,Riley Smith,lead546@example.com,webform,IN,CUSTOMER,2023-09-25 11:38:00+0000
547,Kai Garcia,lead547@example.com,event,IN,NEW,2023-06-19 12:15:00+0000
548,Riley Nguyen,lead548@example.com,webform,US,CUSTOMER,2024-01-19 22:15:00+0000
549,Harper Cohen,lead549@example.com,referral,DE,MQL,2023-08-30 18:05:00+0000
550,Rowan Haddad,lead550@example.com,event,SE,SQL,2023-11-05 01:18:00+0000
551,Jordan Haddad,lead551@example.com,referral,DE,MQL,2023-04-18 18:45:00+0000
552,Quinn Okafor,lead552@example.com,organic,NG,MQL,2024-02-02 22:24:00+0000
553,Sasha Smith,lead553@example.com,organic,BR,CUSTOMER,2023-01-12 15:07:00+0000
554,Sasha Haddad,lead554@example.com,webform,DE,SQL,2023-01-16 15:38:00+0000
555,Noa Larsson,lead555@example.com,referral,JP,SQL,2023-06-12 09:59:00+0000
556,Kai Patel,lead556@example.com,organic,NG,CUSTOMER,2023-09-08 19:13:00+0000
557,Avery Cohen,lead557@example.com,event,GB,SQL,2023-08-24 03:16:00+0000
558,Riley Khan,lead558@example.com,webform,BR,NEW,2023-01-30 01:50:00+0000
559,Devin Patel,lead559@example.com,ads,US,NEW,2023-08-09 03:04:00+0000
560,Rowan Khan,lead560@example.com,event,NG,MQL,2023-07-08 10:11:00+0000
561,Avery Rossi,lead561@example.com,referral,DE,MQL,2023-11-11 02:50:00+0000
562,Sasha Khan,lead562@example.com,webform,BR,MQL,2023-09-03 23:17:00+0000
563,Quinn Khan,lead563@example.com,organic,JP,NEW,2023-06-11 06:35:00+0000
564,Quinn Okafor,lead564@example.com,webform,US,SQL,2023-10-26 13:54:00+0000
565,Avery Haddad,lead565@example.com,organic,GB,MQL,2023-02-21 22:45:00+0000
566,Harper Patel,lead566@example.com,referral,GB,NEW,2023-01-22 15:58:00+0000
567,Devin Khan,lead567@example.com,webform,NG,NEW,2023-07-23 05:14:00+0000
568,Quinn Smith,lead568@example.com,referral,US,SQL,2023-12-17 09:58:00+0000
569,Devin Larsson,lead569@example.com,webform,US,DISQUALIFIED,2023-03-08 05:38:00+0000
570,Sasha Nguyen,lead570@example.com,referral,SE,SQL,2024-02-05 15:17:00+0000
571,Casey Okafor,lead571@example.com,event,DE,MQL,2023-05-26 19:41:00+0000
572,Riley Mori,lead572@example.com,organic,GB,SQL,2023-06-07 05:11:00+0000
573,Quinn Silva,lead573@example.com,organic,NG,DISQUALIFIED,2023-04-30 19:43:00+0000
